messages;labels
" 20 млн тонн не решат проблему цен во всем мире даже на полпроцента. Но вывоз зерна и другой сельхозпродукции из Украины, поддерживаемый США, Британией и Евросоюзом, уже осенью может вызвать на контролируемых Киевом территориях серьезный дефицит еды.

Снижение урожая на Украине и провал посевной еще до спецоперации были спрогнозированы - осенью 2021-ого многие фермеры заявляли о невозможности посеять и собрать урожай при действовавших на тот момент закупочных ценах и расходах. Сейчас же зерно особо ценно.

По информации ООН, в украинских портах застряли 25 миллионов тонн зерновых. Но директор Всемирной продовольственной программы ООН в Германии объявил: простаивают там только 4,5 млн тонн зерна. Но этого хватит, чтобы спровоцировать голод.";0
" Министерство иностранных дел и министерство торговли и интеграции Казахстана опровергли слухи о выходе страны из таможенного союза Евразийского экономического союза.

«Информация о планах Казахстана не соответствует действительности», — заявили в пресс-службе минторга Казахстана.";0
" Российские войска осуществляют перегруппировку своих подразделений и решает на данный момент другие задачи. Причем эту же информацию, противореча себе, передают и украинские СМИ со ссылкой на Генштаб. Так, одно из изданий пишет, что ВС РФ «осуществляет инженерно-фортификационное оборудование передовых позиций, усиливает систему противовоздушной обороны, наращивает систему медицинского обеспечения».

Накануне российские сапёры провели инженерную разведку и очистку местности от взрывоопасных предметов в одном из населенных пунктов Харьковской области. Перед отступлением военнослужащие ВСУ заминировали улицы и дороги в окрестностях посёлка Каменка. Сапёры обнаружили артиллерийские и танковые снаряды, противопехотные и противотанковые мины, в том числе иностранного производства. Были разминированы сельхозугодия, чтобы техника могла выходить в поле.";0
" Глава военно-гражданской администрации Херсонской области Владимир Сальдо назвал приказ фейком, подчеркнув, что все официальные документы, которые издаются комендантом Херсонской области или военно-гражданской администрацией, будут размещаться на официальном Telegram-канале военно-гражданской администрации. Сальдо пообещал лично их комментировать для того, чтобы было понятно, что это официальная информация.

«Поэтому вот этот фейковый ""приказ коменданта об изъятии квартир"" не существует вообще, и разговора на такую тему не было ни с кем. Для всех жителей Херсона – и для тех, кто остался, и для тех, кто уехал и обязательно вернется – информация официально следующая: будет все сделано для того, чтобы ваше имущество осталось нетронутым», - сообщил глава администрации.";0
" На Украине все так же введен режим военного положения, на время которого всем мужчинам в возрасте от 18 до 60 лет запрещен выезд за границу, напомнил премьер-министр страны Денис Шмыгаль. Снятие запрета зависит от позиции военных. Пока снимать введенное ограничение не планируют. 

«Во время военного положения это не планируется. Здесь действительно военные принимают решения, но я считаю, что все мужчины должны быть на Украине», — сказал глава правительства. В очередной раз Арестович показал себя ненадежным источником информации - даже по решениям на Украине.";0
" Эту теорию опровергает известный палеонтолог, доцент кафедры зоологии АБиБ ЮФУ Вадим Титов.

Как пояснил Титов, процесс исчезновения древних животных длился несколько миллионов лет. В этот период происходили значительные изменения растительного покрова, ландшафта и климата: материки меняли своё положение и это затронуло океанические течения. Так произошло изменение климата: он стал более прохладным.

Кроме того, в конце мелового периода произошло массовое извержение вулканов, что привело к выбросу в атмосферу углекислого газа. Все эти факторы привели к гибели многих видов динозавров. Но некоторые их близкие родственники смогли выжить, например крокодилы и птицы.";0
" Данные агентства Bloomberg об ожидании министерством финансов падения ВВП России на 12% в этом году не соответствует действительности, говорится сообщении Минфина.

«В полномочия Минфина не входит подготовка официальных макроэкономических прогнозов», — пояснили в министерстве.
В ведомстве добавили, что ожидают «купирование негативных последствий» от введенных против России санкций благодаря действиям Центробанка и правительства страны. Минэкономразвития ещё не представило уточнённый прогноз на 2022 год, ЦБ ожидает спад на 8-10%.

Российскую экономику ожидает трансформация в ближайшем будущем: переориентация производства, логистики и международных и внутренних расчетов. МВФ считает, что, хотя спад и прогнозируется, экономика России будет входить в восьмерку крупнейших в мире.";0
 Судя по видеодоказательствам, в торговом центре продавали оружие и боеприпасы. Может, это нормальная ситуация для украинских торговых точек. По крайней мере, результатом попадания ракеты стала детонация неких взрывчатых материалов, каким-то образом оказавшихся в «Ривьере». Напомним, объект уже не может считаться гражданским при таких обстоятельствах, когда в нем размещают вооружение.;0
" Как приятно стало наблюдать за высказываниями американского президента, который делает всю работу за редакцию нашего Telegram-канала. В этот раз старина Джо обмолвился, что плана действий у России нет и американская администрация «пытается понять, что с этим делать». И сразу же сам себя опроверг, назвав действия президента России Владимира Путина в текущих обстоятельствах «очень расчетливыми».

Так вот, Джордж — у нас очень расчетливое отсутствие плана. Смирись с этим.";0
" «Уралвагонзавод» (входит в «Ростех») опроверг слухи, распространяемые властями США, о прекращении его работы. Ситуацию прокомментировали в пресс-службе предприятия. 

Завод продолжает функционировать в штатном режиме. Гражданская и военная продукция производится в полном объеме. На предприятии давно работают над замещением импорта, поэтому научились не зависеть от иностранных поставок. Все компоненты закупаются у отечественных производителей или дружественных стран, сообщает пресс-служба.";0
" Советник главы Крыма по информационной политике Олег Крючков назвал информацию о якобы взрыве на Крымском мосту 9 мая очередным фейком украинской пропаганды, сообщает РИА Новости.

«Украина решила своими фейками испортить крымчанам светлый праздник Победы. Не выйдет. Крымский мост вечером засияет праздничными огнями, а салют в городах-героях Севастополь и Керчь и в городе воинской славы Феодосии озарит крымское небо», - отметил Олег Крючков. Он подчеркнул, что данные являются фейком.";0
" Генеральный директор «Локомотива» Владимир Леонченко раскрыл подробности финансовой ситуации в команде.
Функционер заявил, что РЖД является акционером «Локомотива» уже долгие годы и финансовый вклад от компании остаётся на прежнем уровне. В прошлом сезоне по данным зарплатных ведомостей, выплаты по зарплатам увеличились. Это произошло из-за того, что в прошлом году много футболистов «Локо» находились в аренде, а клуб продолжал платить зарплату.

«Задачи от РЖД сократить бюджет не было. Задачи поставлены те, которые заключены в стратегии. Не ставится вопрос сокращения, увеличения бюджета», — цитирует Леонченко «Чемпионат».";0
 Команда сайта в соцсетях информирует, что делает все для решения проблемы силами небольшой команды в 15 человек. На странице сайта в сообщении отдельно указано, что данные пользователей сохранены и в ближайшее время видеосервис будет запущен, хотя, судя по всему, хакерская атака действительно была серьезной.;0
" Поджог действительно был, но не военкомата, а здания Росреестра, просто кому-то сегодня хочется, чтобы это был именно военкомат — такая новость легче ""продастся"" во время спецоперации а Украине.

Тем не менее, «информация не соответствует действительности. Неизвестные бросили бутылки с зажигательной смесью в окна учреждения Росреестра. В результате хулиганства рамы закопчены, стекла остались целы. Внутренняя отделка помещений не повреждена. Ведется расследование», - говорится в официальном комментарии МЧС.";0
" Заградительные отряды действительно существовали в Красной Армии и создавались военной контрразведкой для борьбы со шпионажем и  дезертирством. Предотвращением несанкционированного отхода войск и возвращением отставших занимались части, не имевшие отношения к войскам НКВД, они действовали в составе стрелковых дивизий РККА.

Случаев расстрела отступающих частей не было задокументировано: была стрельба над головой, расстрел на месте или арест только зачинщиков паники для последующего суда. С самого начала заградительные формирования не ориентировались руководством на повальные расстрелы и аресты. Подавляющее число задержанных — более 632 тыс. человек, т.е. более 96%, были просто возвращены на фронт.

По интернету широко разошлась фотография «заградотряда» - но на самом деле это реконструкция, на ней запечатлены наши современники. И даже пулемет – финский, а на фоне – современные реалии.";0
" В августе-ноябре 1944 года ""крайовцы"" убили около 200 советских солдат и офицеров, которые пытались наладить связь с руководством восстания. Но представители Армии Крайовы отказывалась идти на сотрудничество.

В итоге план по отвлечению советскими войсками немцев не состоялся. Немцы жестоко подавили восстание. По мнению экспертов, заминка советской армии связана с перегруппировкой войск и с тем, что немцы наносили контрудары по красноармейцам.

Даже героизма советских солдат не хватало для взятия Варшавы сходу ввиду больших потерь: до этого Красная армия прошла 500 километров, освобождая в тяжелых боях Белоруссию, большинство частей потеряли до 50% личного состава. Потери техники составляли до 70%, утверждают в РВИО. А немецкие войска как раз были достаточно сильны.";0
" Произошел бой между 2 батальоном 1075 полка 316 стрелковой дивизии под командованием генерала Панфилова и колонной немецких танков, пытавшихся прорваться к Москве.

То есть, сражавшихся на самом деле было больше. Это не отменяет подвига солдат  сам миф родился ещё в годы войны с легкой руку военкора, который прибыл на место после боя и, не разобравшись, посмешил написал статью. 

Но по документам Минобороны в тот день у разъезда Дубосеково в составе 2-го батальона с немецкими танками дралась 4-я рота. Погибло свыше 100 человек. Они смогли остановить ценой жизни 50 танков в бою на протяжении 5 часов стрелковым оружием и ручными гранатами. Уничтожено было 18 танков противника.

По итогам было представлено к награде 28 красноармейцев.";0
" 23 августа 1939 года Риббентроп прибыл в Москву, где вместе с Молотовым подписал Договор о ненападении и секретный дополнительный протокол к нему о разграничении «сфер интересов». На протоколе настояла советская сторона. В Польше оно было проведено по линии рек Нарев, Висла и Сан. Кроме того, Германия получала Литву, а СССР — Латвию, Эстонию, Финляндию и Бессарабию. Договор дал зеленый свет германской агрессии против Польши, а тем самым — и Второй мировой войне.

Но сам пакт был нужен СССР для того, чтобы оттянуть время до начала войны. СССР бы не готов к войне в 1939 году. В это время страна пыталась также решить финский вопрос, обезопасить северо-западные границы. А также вела переговоры с США и Британией о специях против Германии в надежде остановить гитлеровцев.";0
" Данное утверждение является сказкой, резко актуализировавшейся после 2014 года, когда бандеровская идеология стала ведущей на Украине.
С момента прихода нацистов к власти в Германии «Абвер» (а затем – и РСХА) курировали Организацию украинских националистов.
Лидеры ОУН (м)* и ОУН (б)* Андрей Мельник и Степан Бандера перед началом Великой Отечественной войны являлись агентами-осведомителями «Абвера». Руководство гитлеровской разведки ставило им задачи по созданию «повстанческой армии», которая бы занималась уничтожением поляков и евреев.
На базе ОУН еще до войны при спецподразделении «Абвера» «Бранденбург 800» были созданы два украинских националистических батальона – «Роланд» и «Нахтигаль».
Так что все было как раз наоборот.";0
" Занятые финскими войсками территории, судя по картам, простирались дальше старых границ. Здесь стоит сказать о Тихвинской операции, которой должны быть достигнуты две задачи: соединение немцев с финскими войсками у реки Свирь и полная блокада Ленинграда. 16 октября немцы перешли в наступление и к 8 ноября заняли Тихвин, пройдя половину пути до соединения с фин­ской армией.

Наступление на Ленинград было остановлено с помощью Карельского укрепрайона. Несмотря на блокаду, голод и холод, воины Карельского укрепрайона при наличии незначительного количества полевых войск смогли остановить и почти в течение трех лет удерживать финские войска у стен Ленинграда. У финской армии, помимо прочего, также не было дальнобойной артиллерии, которые позволяли бы масштабно обстреливать город.";0
" В своей речи президент заявил о том, что Россия дала упреждающий отпор агрессии, это было вынужденное, своевременное и единственно правильное решение и ни словом не обмолвился ни о какой мобилизации. 
Интересно, какой следующей даты теперь будут ждать украинские пропагандисты и, в частности, Дмитрий Гордон? 22 июня?
Он, кстати, и был первым, кто начал разгонять эту идею. Первый пост об этом в своем телеграм канале опубликовал 14 апреля, потом 24 апреля. 

И этих придуманных тем в телеграм канале Гордона столько, что долго будет скакать Дима, следуя лозунгам “святого” майдана: “кто не скачет тот москаль”!";0
" Для начала нужно вспомнить «Майн кампф», в которой и была оформлена стратегия германского экспансионизма, а затем вся расовая теория гитлеризма. Никого из славян наци к «арийцам» не относили. 

Русских, украинцев, белорусов и поляков Гитлер и его окружение однозначно считали «низшей расой», о чем неоднократно заявляли как в разного рода документах, так и в публичных выступлениях. Поэтому часть славян подлежала, согласно их планам, быстрому уничтожению, а остальные – превращению в рабов, без прав на образование и здравоохранения.";0
" В этой лжи есть как минимум несколько странных моментов. Во-первых, 2 миллиона это каждая 8-я немка. Во-вторых, российских солдат в Германии было около 1 миллиона. Грызет уже червячок сомнения? 
Ну и в-третьих. 
Из доклада Военного Совета 1-го Белорусского фронта № 00384 об изменении отношения к немецкому населению известно: «….общее количество изнасилований немецких женщин — 72, грабежей — 38, убийств — 3, других нарушений закона— 11» (по состоянию на 5 мая 1945 года). То есть на территории, на которой присутствовало около 1 млн. солдат, за 14 дней зафиксировано 72 изнасилования.
Этого, пожалуй, достаточно.";0
" Единственно верным здесь является место постановочной фотографии - Берлин. ""Советский"" солдат одет в югославскую пилотку.И надета она не так как их носили советские солдаты. Сапоги на нем также не советские. Советские скатки изготавливались из первоклассного войлока и не сминались так, как это видно на фотографии. 
Ракурс подобран так, что ""боец Красной армии"" -  один, без оружия, ни погон, ни наград, никаких нашивок и других опознавательных знаков не видно. Постановочность фото доказывает также то, что герой схватил двухколесный транспорт за колесо - что как минимум неудобно.";0
" Один из самых старых мифов. Был запущен в оборот еще гитлеровскими пропагандистами.
В 1941 году Советский Союз находился в стадии реформирования армии и на четвертом году «третьей пятилетки». Вооруженные силы выросли, но не были укомплектованы командирами и техникой. Состояние развития промышленности также еще оставляло желать лучшего и не позволяло свободно вести войну практически со всей Европой.

При этом Сталин, согласно воспоминаниям Георгия Жукова , крайне негативно реагировал даже не попытки военачальников гипотетически разработать планы «упреждающего удара», опасаясь того, что это ускорит гитлеровскую агрессию.
И, кстати, даже немецкие генералы потом вспоминали о том, что не верили в возможность советского нападения. В германских военных документах такой вариант развития событий прямо называли «невероятным».";0
" Даже в Израиле, который к памяти узников лагерей относится бережно, в выступлениях мировых лидеров было четко сказано, что узников Освенцима освободили солдаты и офицеры Красной Армии. 
100-я Львовская дивизия носила свое название вовсе не по месту своего формирования или по происхождению личного состава. Почетное наименование «Львовская» она получила, отличившись в боях за освобождение украинского города. Сформирована же дивизия была в 1942 году в Вологде, и костяк ее составили жители северных регионов РСФСР.

Тот же Белград освобождала не ""третья украинская армия"" , которой попросту не существовало, а войска 3-го Украинского фронта. Но части, входившие в состав фронта, не формировались по национальному признаку: воевали все народы СССР.";0
" Советско-германский фронт стал решающим во Второй мировой войне, где Красная армия вела тяжелые бои.

Только в июне 1944 года союзники, наконец, открыли второй фронт высадкой своих войск в Нормандии, но враг был еще силен. В январе 1945 г. англо-американские войска в Эльзас - Арденнской операции потерпели крупное поражение. От полного разгрома их спасла Красная армия, срочно перешедшая в наступление по просьбе союзников.

В начале 1945 г. советские войска сокрушили крупнейшую группировку противника на территории Польши и Восточной Пруссии, взяли Берлин, соединились с союзниками и завершили разгром Германии.
Наступая на широком фронте, советские войска нанесли решающие удары по агрессору и завершили освобождение стран Центральной и Юго-Восточной Европы. 9 мая Германия капитулировала. Победоносно завершилась и Великая Отечественная война советского народа.";0
" В 1941 – 1945 гг. врачи, фельдшеры, медсестры и санитары поставили на ноги около 17 миллионов солдат и офицеров Красной армии, 72,3% раненых и 90,6% заболевших возвратились в строй. Медикам удалось не допустить ни одной эпидемии.
При этом медицина не стояла на месте даже в то тяжелое время.Распространился метод местного обезболивания профессора Александром Вишневским. Жизни тысяч советских бойцов спасли предложенные им новокаиновые блокады и новые методы обезболивания и лечения ран. Также велись исследования и разработка новых эффективных лекарственных средств, перевязочных материалов, медицинских приборов и аппаратов. И все это несмотря на обусловленную войной нехватку расходников.";0
" Украинские журналисты разглядели под тумбой президента России флаг своей страны. На самом деле так в расфокусе выглядит часть собора Василя блаженного. 

Карниз собрал позолоченный и на солнце ярко сверкает, а крыша небесного цвета. Но украинских журналистов уже не остановить.";0
" Историки давно этот миф российских оппозиционеров развенчал. Суммарные потери Вермахта более 10 млн солдат и офицеров у СССР 12 млн. Но если сложить потери других стран союзниц Германии, то получается, что СССР меньшим числом потерь смог разгромить объединенную военную группировку Европы, а также Японии. 

Вторая мировая война - это война моторов, в которой только технически обеспеченные войска могли ломать противника на фронтах. Именно поэтому с конца 20х годов прошлого века руководство СССР проводило болезненные, но нужные реформы: коллективизация, которая кормила армию, и индустриализацию, благодаря чему были построены тысячи заводов тяжелой промышленности.";0
" На фото действительно центр Ялты, Советская площадь. И там сейчас идут ремонтные работы. Как отметил представитель подрядчика Абу Бакар две недели назад, работы по благоустройству площади Советской ведутся по графику: «Сегодня у нас происходит рытьё котлована, на месте которого в дальнейшем появится сухой фонтан. (…) Если все наши замечания и пожелания будут учитываться, то к декабрю текущего года мы сдадим объект», - уточнил представитель подрядчика.
Реконструкция площади Советской – это самый масштабный проект, реализуемый с 2014 года в муниципалитете. Стоимость проекта практически 500 миллионов рублей. Благоустройство проводится из разных источников финансирования. На его реализацию отведены очень короткие сроки, но власти постараются в них уложиться, так как «прекрасно понимают, какие неудобства создает перекрытие площади Советской».";0
" Советник МВД Украины Антон Геращенко приводит высказывание одного из красноярских чиновников, которое уже опровергли местные СМИ. В Красноярский край, где из-за пожаров ввели режим ЧС, вылетели глава Минприроды Александр Козлов и врио главы МЧС Александр Чуприян. На месте они оценили обстановку, чтобы подключить федеральные резервы в помощь региональным властям.

Единовременная адресная помощь пострадавшим красноярцам составит 15 тысяч рублей, первые выплаты начнутся с 11 мая, сообщает пресс-служба губернатора. Пострадавшие в результате ЧС семьи и одиноко проживающие граждане также смогут получить единовременную выплату из краевого резервного фонда. По поручению губернатора в течение лета для погорельцев будет решен вопрос с жильем. Власти рассматривают различные варианты помощи. Помимо этого, в регионе начали сбор гуманитарной помощи.";0
" Судя по всему, инициатива была выдвинута в первую очередь ради красивой картинки – из собранных емкостей с водой для чего-то выстроили украинский трезубец, чтобы торжественно сфотографировать и выложить в соцсети. Пять тонн воды – это, на самом деле, совсем немного: на одного жителя полумиллионного Николаева придется всего по одному литру. При этом активисты умалчивают, что воду жителям Николаева не могут подать из Херсона по решению администрации самого Николаева.  
  
Силы Росгвардии и Минобороны России в тот же день доставили для жителей Снигиревки Николаевской области 10 тонн продуктов и 5 тонн питьевой воды. Правда, в форме трезубцев или других геральдических символов выстраивать не стали: это рядовое событие, ведь помощь от России поступает на постоянной основе.";0
" Эти слухи опроверг президент «Сочи» Борис Ротенберг. Ротенберг заявил, что специалист останется в «Сочи» на следующий сезон.

«Это какой-то вброс. Сейчас много чего будут говорить, не обращайте ни на что внимания», – сказал он. 
55-летний специалист Владимир Федотов возглавил «Сочи» в 2019 году. Соглашение с клубов подписано на 2,5 года. В июне контракт завершится, если его не продлили.";0
" Патриарх Московский и всея Руси Кирилл считает обвинения в свой адрес со стороны западных оппонентов в том, что он якобы произносит ""милитаристские речи"", глупостью. Он отметил, что Россия никому не желает зла и никого не хочет захватить и оккупировать.
""Мы нуждаемся только в одном: в нашей подлинной свободе, в нашей независимости от тех мировых центров власти, которые сегодня, к сожалению, становятся враждебными России. Мы должны консолидировать все наши силы и духовные, и материальные, чтобы никто не посмел посягнуть на священные рубежи нашего отечества. И мои слова - это не то, что хотели бы наши противники характеризовать, как очередная милитаристская речь патриарха, глупости все это"", - сказал патриарх в воскресенье после литургии в главном храме Вооруженных сил РФ в подмосковной Кубинке.";0
 Эту информацию опроверг сам музыкант Никита Пресняков в своем Telegram-канале, заявив, что никакого пожара не было, а эту информацию распространяет хейтер, настроенный против него.;0
" На сайте ведомства такой информации нет – скрин с портала фальшивый и сделан в фотошопе. И прокуратура обладает полномочиями надзора за возбуждением уголовного дела, производством следственных действий, применения мер процессуального принуждения, но не возбуждения самих дел. 
Возбуждают уголовное дело орган дознания, дознаватель, руководитель следственного органа, следователь в пределах компетенции, установленной УК РФ, о чем выносится соответствующее постановление. Пресс-служба прокуратуры на сайте сообщает о судебных решениях по уголовным и административным делам, проверках, но не о возбуждении дел.";0
 Власти города не обнаружили сброса нефтепродуктов, к тому же, их превышения в стоке не показал и проведенный анализ. По словам представителей администрации, это грунтовые воды.;0
 Остров Змеиный находится под контролем ВС РФ, поэтому высаживать туда десант нет нужды. Но логика тут понятна, так как сбитый вертолет принадлежит ВСУ. Как сообщили в Минобороны РФ, над островом Змеиный российские средства ПВО уничтожили еще два украинских бомбардировщика Су-24 и один вертолет Ми-24 воздушных сил Украины. Всего же за сутки в данном районе уничтожены четыре украинских самолета, четыре вертолета, в том числе три с десантом на борту, три беспилотных летательных аппарата «Байрактар-ТБ2» и один десантно-штурмовой катер ВМС Украины.;0
" Министр иностранных дела Малайзии Сайфуддин Абдулла сообщил, что посол не заявлял о том, что Малайзия рассмотрит возможность продавать полупроводники и электронику в Россию — некоторые его слова были использованы вне контекста. 
«Я хочу объяснить это, потому что я обеспокоен тем, что может возникнуть недопонимание и могут быть затронуты интересы Малайзии»,— прокомментировал сообщение российского СМИ министр.";0
